2023-11-20 17:58:52,263 INFO    StreamThr :5830 [internal.py:wandb_internal():86] W&B internal server running at pid: 5830, started at: 2023-11-20 17:58:52.263361
2023-11-20 17:58:52,264 DEBUG   HandlerThread:5830 [handler.py:handle_request():146] handle_request: status
2023-11-20 17:58:52,266 INFO    WriterThread:5830 [datastore.py:open_for_write():85] open: /Users/milo/Documents/AI/genAi/utils/wandb/run-20231120_175852-5i52p5fo/run-5i52p5fo.wandb
2023-11-20 17:58:52,266 DEBUG   SenderThread:5830 [sender.py:send():380] send: header
2023-11-20 17:58:52,279 DEBUG   SenderThread:5830 [sender.py:send():380] send: run
2023-11-20 17:58:52,680 INFO    SenderThread:5830 [dir_watcher.py:__init__():211] watching files in: /Users/milo/Documents/AI/genAi/utils/wandb/run-20231120_175852-5i52p5fo/files
2023-11-20 17:58:52,680 INFO    SenderThread:5830 [sender.py:_start_run_threads():1124] run started: 5i52p5fo with start time 1700503132.264454
2023-11-20 17:58:52,683 DEBUG   HandlerThread:5830 [handler.py:handle_request():146] handle_request: check_version
2023-11-20 17:58:52,684 DEBUG   SenderThread:5830 [sender.py:send_request():407] send_request: check_version
2023-11-20 17:58:52,731 DEBUG   HandlerThread:5830 [handler.py:handle_request():146] handle_request: run_start
2023-11-20 17:58:52,736 DEBUG   HandlerThread:5830 [system_info.py:__init__():32] System info init
2023-11-20 17:58:52,736 DEBUG   HandlerThread:5830 [system_info.py:__init__():47] System info init done
2023-11-20 17:58:52,736 INFO    HandlerThread:5830 [system_monitor.py:start():194] Starting system monitor
2023-11-20 17:58:52,736 INFO    SystemMonitor:5830 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-20 17:58:52,736 INFO    HandlerThread:5830 [system_monitor.py:probe():214] Collecting system info
2023-11-20 17:58:52,737 INFO    SystemMonitor:5830 [interfaces.py:start():190] Started cpu monitoring
2023-11-20 17:58:52,737 DEBUG   HandlerThread:5830 [system_info.py:probe():196] Probing system
2023-11-20 17:58:52,738 INFO    SystemMonitor:5830 [interfaces.py:start():190] Started disk monitoring
2023-11-20 17:58:52,739 INFO    SystemMonitor:5830 [interfaces.py:start():190] Started gpuapple monitoring
2023-11-20 17:58:52,740 INFO    SystemMonitor:5830 [interfaces.py:start():190] Started memory monitoring
2023-11-20 17:58:52,741 INFO    SystemMonitor:5830 [interfaces.py:start():190] Started network monitoring
2023-11-20 17:58:52,744 DEBUG   HandlerThread:5830 [system_info.py:_probe_git():181] Probing git
2023-11-20 17:58:52,755 DEBUG   HandlerThread:5830 [system_info.py:_probe_git():189] Probing git done
2023-11-20 17:58:52,756 DEBUG   HandlerThread:5830 [system_info.py:probe():244] Probing system done
2023-11-20 17:58:52,756 DEBUG   HandlerThread:5830 [system_monitor.py:probe():223] {'os': 'macOS-14.0-arm64-arm-64bit', 'python': '3.11.5', 'heartbeatAt': '2023-11-20T17:58:52.737601', 'startedAt': '2023-11-20T17:58:52.260881', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/milo/Documents/AI/genAi/utils/modelStats.py', 'codePathLocal': 'modelStats.py', 'codePath': 'utils/modelStats.py', 'git': {'remote': 'git@github.com:mi-robotics/genAi.git', 'commit': 'f9caeff76f84a47c2000f69d278084576009afd7'}, 'email': None, 'root': '/Users/milo/Documents/AI/genAi', 'host': '192.168.1.133', 'username': 'milo', 'executable': '/Users/milo/miniconda3/envs/AI/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'/': {'total': 138.1298828125, 'used': 97.83999633789062}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-11-20 17:58:52,756 INFO    HandlerThread:5830 [system_monitor.py:probe():224] Finished collecting system info
2023-11-20 17:58:52,756 INFO    HandlerThread:5830 [system_monitor.py:probe():227] Publishing system info
2023-11-20 17:58:52,756 DEBUG   HandlerThread:5830 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-20 17:58:52,756 DEBUG   HandlerThread:5830 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-20 17:58:52,756 DEBUG   HandlerThread:5830 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-11-20 17:58:53,686 INFO    Thread-12 :5830 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/milo/Documents/AI/genAi/utils/wandb/run-20231120_175852-5i52p5fo/files/conda-environment.yaml
2023-11-20 17:58:53,686 INFO    Thread-12 :5830 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/milo/Documents/AI/genAi/utils/wandb/run-20231120_175852-5i52p5fo/files/requirements.txt
2023-11-20 17:58:55,145 DEBUG   HandlerThread:5830 [system_info.py:_save_conda():87] Saving conda packages done
2023-11-20 17:58:55,146 INFO    HandlerThread:5830 [system_monitor.py:probe():229] Finished publishing system info
2023-11-20 17:58:55,151 DEBUG   SenderThread:5830 [sender.py:send():380] send: files
2023-11-20 17:58:55,151 INFO    SenderThread:5830 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2023-11-20 17:58:55,154 DEBUG   SenderThread:5830 [sender.py:send():380] send: telemetry
2023-11-20 17:58:55,154 DEBUG   HandlerThread:5830 [handler.py:handle_request():146] handle_request: stop_status
2023-11-20 17:58:55,155 DEBUG   HandlerThread:5830 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-20 17:58:55,155 DEBUG   SenderThread:5830 [sender.py:send_request():407] send_request: stop_status
2023-11-20 17:58:55,155 DEBUG   HandlerThread:5830 [handler.py:handle_request():146] handle_request: partial_history
2023-11-20 17:58:55,155 DEBUG   HandlerThread:5830 [handler.py:handle_request():146] handle_request: partial_history
2023-11-20 17:58:55,156 DEBUG   HandlerThread:5830 [handler.py:handle_request():146] handle_request: partial_history
2023-11-20 17:58:55,330 DEBUG   SenderThread:5830 [sender.py:send():380] send: history
2023-11-20 17:58:55,330 DEBUG   SenderThread:5830 [sender.py:send_request():407] send_request: summary_record
2023-11-20 17:58:55,331 INFO    SenderThread:5830 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2023-11-20 17:58:55,331 DEBUG   SenderThread:5830 [sender.py:send():380] send: history
2023-11-20 17:58:55,331 DEBUG   SenderThread:5830 [sender.py:send_request():407] send_request: summary_record
2023-11-20 17:58:55,331 INFO    SenderThread:5830 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2023-11-20 17:58:55,332 DEBUG   SenderThread:5830 [sender.py:send():380] send: history
2023-11-20 17:58:55,332 DEBUG   SenderThread:5830 [sender.py:send_request():407] send_request: summary_record
2023-11-20 17:58:55,332 INFO    SenderThread:5830 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2023-11-20 17:58:55,332 DEBUG   SenderThread:5830 [sender.py:send():380] send: telemetry
2023-11-20 17:58:55,332 DEBUG   SenderThread:5830 [sender.py:send():380] send: exit
2023-11-20 17:58:55,332 INFO    SenderThread:5830 [sender.py:send_exit():585] handling exit code: 0
2023-11-20 17:58:55,332 INFO    SenderThread:5830 [sender.py:send_exit():587] handling runtime: 2
2023-11-20 17:58:55,333 INFO    SenderThread:5830 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2023-11-20 17:58:55,333 INFO    SenderThread:5830 [sender.py:send_exit():593] send defer
2023-11-20 17:58:55,333 DEBUG   HandlerThread:5830 [handler.py:handle_request():146] handle_request: defer
2023-11-20 17:58:55,333 INFO    HandlerThread:5830 [handler.py:handle_request_defer():172] handle defer: 0
2023-11-20 17:58:55,333 DEBUG   SenderThread:5830 [sender.py:send_request():407] send_request: defer
