2023-11-20 18:12:54,971 INFO    StreamThr :6261 [internal.py:wandb_internal():86] W&B internal server running at pid: 6261, started at: 2023-11-20 18:12:54.970383
2023-11-20 18:12:54,971 DEBUG   HandlerThread:6261 [handler.py:handle_request():146] handle_request: status
2023-11-20 18:12:54,974 INFO    WriterThread:6261 [datastore.py:open_for_write():85] open: /Users/milo/Documents/AI/genAi/utils/wandb/run-20231120_181254-d0y18v5u/run-d0y18v5u.wandb
2023-11-20 18:12:54,974 DEBUG   SenderThread:6261 [sender.py:send():380] send: header
2023-11-20 18:12:54,984 DEBUG   SenderThread:6261 [sender.py:send():380] send: run
2023-11-20 18:12:55,361 INFO    SenderThread:6261 [dir_watcher.py:__init__():211] watching files in: /Users/milo/Documents/AI/genAi/utils/wandb/run-20231120_181254-d0y18v5u/files
2023-11-20 18:12:55,361 INFO    SenderThread:6261 [sender.py:_start_run_threads():1124] run started: d0y18v5u with start time 1700503974.971844
2023-11-20 18:12:55,369 DEBUG   HandlerThread:6261 [handler.py:handle_request():146] handle_request: check_version
2023-11-20 18:12:55,369 DEBUG   SenderThread:6261 [sender.py:send_request():407] send_request: check_version
2023-11-20 18:12:55,416 DEBUG   HandlerThread:6261 [handler.py:handle_request():146] handle_request: run_start
2023-11-20 18:12:55,421 DEBUG   HandlerThread:6261 [system_info.py:__init__():32] System info init
2023-11-20 18:12:55,421 DEBUG   HandlerThread:6261 [system_info.py:__init__():47] System info init done
2023-11-20 18:12:55,421 INFO    HandlerThread:6261 [system_monitor.py:start():194] Starting system monitor
2023-11-20 18:12:55,421 INFO    SystemMonitor:6261 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-20 18:12:55,421 INFO    HandlerThread:6261 [system_monitor.py:probe():214] Collecting system info
2023-11-20 18:12:55,422 DEBUG   HandlerThread:6261 [system_info.py:probe():196] Probing system
2023-11-20 18:12:55,422 INFO    SystemMonitor:6261 [interfaces.py:start():190] Started cpu monitoring
2023-11-20 18:12:55,423 INFO    SystemMonitor:6261 [interfaces.py:start():190] Started disk monitoring
2023-11-20 18:12:55,423 INFO    SystemMonitor:6261 [interfaces.py:start():190] Started gpuapple monitoring
2023-11-20 18:12:55,425 INFO    SystemMonitor:6261 [interfaces.py:start():190] Started memory monitoring
2023-11-20 18:12:55,425 INFO    SystemMonitor:6261 [interfaces.py:start():190] Started network monitoring
2023-11-20 18:12:55,428 DEBUG   HandlerThread:6261 [system_info.py:_probe_git():181] Probing git
2023-11-20 18:12:55,439 DEBUG   HandlerThread:6261 [system_info.py:_probe_git():189] Probing git done
2023-11-20 18:12:55,439 DEBUG   HandlerThread:6261 [system_info.py:probe():244] Probing system done
2023-11-20 18:12:55,439 DEBUG   HandlerThread:6261 [system_monitor.py:probe():223] {'os': 'macOS-14.0-arm64-arm-64bit', 'python': '3.11.5', 'heartbeatAt': '2023-11-20T18:12:55.422104', 'startedAt': '2023-11-20T18:12:54.965394', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/milo/Documents/AI/genAi/utils/modelStats.py', 'codePathLocal': 'modelStats.py', 'codePath': 'utils/modelStats.py', 'git': {'remote': 'git@github.com:mi-robotics/genAi.git', 'commit': 'f9caeff76f84a47c2000f69d278084576009afd7'}, 'email': None, 'root': '/Users/milo/Documents/AI/genAi', 'host': '192.168.1.133', 'username': 'milo', 'executable': '/Users/milo/miniconda3/envs/AI/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'/': {'total': 138.1298828125, 'used': 97.80184555053711}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-11-20 18:12:55,439 INFO    HandlerThread:6261 [system_monitor.py:probe():224] Finished collecting system info
2023-11-20 18:12:55,440 INFO    HandlerThread:6261 [system_monitor.py:probe():227] Publishing system info
2023-11-20 18:12:55,440 DEBUG   HandlerThread:6261 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-20 18:12:55,440 DEBUG   HandlerThread:6261 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-20 18:12:55,440 DEBUG   HandlerThread:6261 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-11-20 18:12:56,367 INFO    Thread-12 :6261 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/milo/Documents/AI/genAi/utils/wandb/run-20231120_181254-d0y18v5u/files/requirements.txt
2023-11-20 18:12:56,368 INFO    Thread-12 :6261 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/milo/Documents/AI/genAi/utils/wandb/run-20231120_181254-d0y18v5u/files/conda-environment.yaml
2023-11-20 18:12:57,716 DEBUG   HandlerThread:6261 [system_info.py:_save_conda():87] Saving conda packages done
2023-11-20 18:12:57,717 INFO    HandlerThread:6261 [system_monitor.py:probe():229] Finished publishing system info
2023-11-20 18:12:57,721 DEBUG   SenderThread:6261 [sender.py:send():380] send: files
2023-11-20 18:12:57,721 INFO    SenderThread:6261 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2023-11-20 18:12:57,723 DEBUG   HandlerThread:6261 [handler.py:handle_request():146] handle_request: stop_status
2023-11-20 18:12:57,723 DEBUG   HandlerThread:6261 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-20 18:12:57,724 DEBUG   HandlerThread:6261 [handler.py:handle_request():146] handle_request: partial_history
2023-11-20 18:12:57,724 DEBUG   SenderThread:6261 [sender.py:send_request():407] send_request: stop_status
2023-11-20 18:12:57,724 DEBUG   HandlerThread:6261 [handler.py:handle_request():146] handle_request: partial_history
2023-11-20 18:12:57,725 DEBUG   HandlerThread:6261 [handler.py:handle_request():146] handle_request: partial_history
2023-11-20 18:12:57,930 DEBUG   SenderThread:6261 [sender.py:send():380] send: telemetry
2023-11-20 18:12:57,931 DEBUG   SenderThread:6261 [sender.py:send():380] send: history
2023-11-20 18:12:57,931 DEBUG   SenderThread:6261 [sender.py:send_request():407] send_request: summary_record
2023-11-20 18:12:57,932 INFO    SenderThread:6261 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2023-11-20 18:12:57,932 DEBUG   SenderThread:6261 [sender.py:send():380] send: history
2023-11-20 18:12:57,932 DEBUG   SenderThread:6261 [sender.py:send_request():407] send_request: summary_record
2023-11-20 18:12:57,932 INFO    SenderThread:6261 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2023-11-20 18:12:57,932 DEBUG   SenderThread:6261 [sender.py:send():380] send: history
2023-11-20 18:12:57,932 DEBUG   SenderThread:6261 [sender.py:send_request():407] send_request: summary_record
2023-11-20 18:12:57,932 INFO    SenderThread:6261 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2023-11-20 18:12:57,933 DEBUG   SenderThread:6261 [sender.py:send():380] send: telemetry
2023-11-20 18:12:57,933 DEBUG   SenderThread:6261 [sender.py:send():380] send: exit
2023-11-20 18:12:57,933 INFO    SenderThread:6261 [sender.py:send_exit():585] handling exit code: 0
2023-11-20 18:12:57,933 INFO    SenderThread:6261 [sender.py:send_exit():587] handling runtime: 2
2023-11-20 18:12:57,933 INFO    SenderThread:6261 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2023-11-20 18:12:57,933 INFO    SenderThread:6261 [sender.py:send_exit():593] send defer
2023-11-20 18:12:57,933 DEBUG   HandlerThread:6261 [handler.py:handle_request():146] handle_request: defer
2023-11-20 18:12:57,933 INFO    HandlerThread:6261 [handler.py:handle_request_defer():172] handle defer: 0
2023-11-20 18:12:57,933 DEBUG   SenderThread:6261 [sender.py:send_request():407] send_request: defer
2023-11-20 18:12:57,933 INFO    SenderThread:6261 [sender.py:send_request_defer():609] handle sender defer: 0
2023-11-20 18:12:57,933 INFO    SenderThread:6261 [sender.py:transition_state():613] send defer: 1
2023-11-20 18:12:57,934 DEBUG   HandlerThread:6261 [handler.py:handle_request():146] handle_request: defer
2023-11-20 18:12:57,934 INFO    HandlerThread:6261 [handler.py:handle_request_defer():172] handle defer: 1
2023-11-20 18:12:57,934 DEBUG   SenderThread:6261 [sender.py:send_request():407] send_request: defer
2023-11-20 18:12:57,934 INFO    SenderThread:6261 [sender.py:send_request_defer():609] handle sender defer: 1
2023-11-20 18:12:57,934 INFO    SenderThread:6261 [sender.py:transition_state():613] send defer: 2
2023-11-20 18:12:57,934 DEBUG   HandlerThread:6261 [handler.py:handle_request():146] handle_request: defer
2023-11-20 18:12:57,934 INFO    HandlerThread:6261 [handler.py:handle_request_defer():172] handle defer: 2
2023-11-20 18:12:57,934 INFO    HandlerThread:6261 [system_monitor.py:finish():203] Stopping system monitor
2023-11-20 18:12:57,934 DEBUG   SystemMonitor:6261 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2023-11-20 18:12:57,934 DEBUG   SystemMonitor:6261 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2023-11-20 18:12:57,934 INFO    HandlerThread:6261 [interfaces.py:finish():202] Joined cpu monitor
2023-11-20 18:12:57,934 DEBUG   SystemMonitor:6261 [system_monitor.py:_start():183] Publishing last batch of metrics
2023-11-20 18:12:57,934 INFO    HandlerThread:6261 [interfaces.py:finish():202] Joined disk monitor
2023-11-20 18:12:57,934 INFO    HandlerThread:6261 [interfaces.py:finish():202] Joined gpuapple monitor
2023-11-20 18:12:57,934 INFO    HandlerThread:6261 [interfaces.py:finish():202] Joined memory monitor
2023-11-20 18:12:57,934 INFO    HandlerThread:6261 [interfaces.py:finish():202] Joined network monitor
2023-11-20 18:12:57,935 DEBUG   SenderThread:6261 [sender.py:send_request():407] send_request: defer
